_id,Vorname,Anzahl,Geschlecht
1793,Faruk,4 oder weniger,m
1794,Fate,4 oder weniger,w
1795,Fateh,4 oder weniger,m
1796,Fatma,4 oder weniger,w
1797,Fatmata,4 oder weniger,w
1798,Fatou,4 oder weniger,w
1799,Fatoumata,4 oder weniger,w
1800,Faustina,4 oder weniger,w
1801,Faya,4 oder weniger,w
1802,Fayad,4 oder weniger,m
1803,Fayrouz,4 oder weniger,w
1804,Federico,4 oder weniger,m
1805,Felia,4 oder weniger,w
1806,Felian,4 oder weniger,m
1807,Felice,4 oder weniger,w
1808,Felice,4 oder weniger,m
1809,Félice,4 oder weniger,w
1810,Félie,4 oder weniger,w
1811,Felina,4 oder weniger,w
1812,Feline,4 oder weniger,w
1813,Felipa,4 oder weniger,w
1814,Félix,4 oder weniger,m
1815,Felizia,4 oder weniger,w
1816,Fengling,4 oder weniger,w
1817,Fenja,4 oder weniger,w
1818,Ferdaus,4 oder weniger,m
1819,Ferdi,4 oder weniger,m
1820,Feride,4 oder weniger,w
1821,Feriha,4 oder weniger,w
1822,Fermín,4 oder weniger,m
1823,Fernanda,4 oder weniger,w
1824,Fernando,4 oder weniger,m
1825,Fevi,4 oder weniger,w
1826,Fia,4 oder weniger,w
1827,Fidel,4 oder weniger,w
1828,Fidelio,4 oder weniger,m
1829,Fiete,4 oder weniger,m
1830,Filina,4 oder weniger,w
1831,Filipa,4 oder weniger,w
1832,Filippa,4 oder weniger,w
1833,Filippo,4 oder weniger,m
1834,Filippos,4 oder weniger,m
1835,Filiz,4 oder weniger,w
1836,Fin,4 oder weniger,m
1837,Fine,4 oder weniger,w
1838,Finia,4 oder weniger,w
1839,Finian,4 oder weniger,m
1840,Finjan,4 oder weniger,m
1841,Finley,4 oder weniger,m
1842,Finneas,4 oder weniger,m
1843,Finnley,4 oder weniger,m
1844,Finola,4 oder weniger,w
1845,Fion,4 oder weniger,m
1846,Fiore,4 oder weniger,m
1847,Firuze,4 oder weniger,w
1848,Fiza,4 oder weniger,w
1849,Flaminia,4 oder weniger,w
1850,Flamur,4 oder weniger,m
1851,Flavia,4 oder weniger,w
1852,Fleur,4 oder weniger,w
1853,Flóra,4 oder weniger,w
1854,Florent,4 oder weniger,m
1855,Florentina,4 oder weniger,w
1856,Florentine,4 oder weniger,w
1857,Flori,4 oder weniger,m
1858,Florijan,4 oder weniger,m
1859,Florin,4 oder weniger,m
1860,Florine,4 oder weniger,w
1861,Floris,4 oder weniger,m
1862,Flynn,4 oder weniger,m
1863,Formouzèrè,4 oder weniger,m
1864,Fotima,4 oder weniger,w
1865,Fran,4 oder weniger,m
1866,Franca,4 oder weniger,w
1867,Francesca,4 oder weniger,w
1868,Francesco,4 oder weniger,m
1869,Francis,4 oder weniger,m
1870,Francisco,4 oder weniger,m
1871,Franciszek,4 oder weniger,w
1872,Franc̦ois,4 oder weniger,m
1873,Frank,4 oder weniger,m
1874,Franko,4 oder weniger,m
1875,Frano,4 oder weniger,m
1876,Franz-Michael,4 oder weniger,m
1877,Fred,4 oder weniger,m
1878,Freda,4 oder weniger,w
1879,Freddie,4 oder weniger,m
1880,Frederic,4 oder weniger,m
1881,Frédéric,4 oder weniger,m
1882,Freja,4 oder weniger,w
1883,Frey,4 oder weniger,m
1884,Freyja,4 oder weniger,w
1885,Frido,4 oder weniger,m
1886,Frieder,4 oder weniger,m
1887,Friederike,4 oder weniger,w
1888,Friedolin,4 oder weniger,m
1889,Fron,4 oder weniger,m
1890,Fryderyk,4 oder weniger,m
1891,Furkan,4 oder weniger,m
1892,Fynn,4 oder weniger,m
1893,Gabriella,4 oder weniger,w
1894,Gabrielle,4 oder weniger,w
1895,Gael,4 oder weniger,m
1896,Galina,4 oder weniger,w
1897,Galini,4 oder weniger,w
1898,Galip,4 oder weniger,m
1899,Gaspar,4 oder weniger,m
1900,Gaspard,4 oder weniger,m
1901,Gaurav,4 oder weniger,m
1902,Gavriil,4 oder weniger,m
1903,Gavrilo,4 oder weniger,m
1904,Gegë,4 oder weniger,m
1905,Gemma,4 oder weniger,w
1906,Genevieve,4 oder weniger,w
1907,Geo,4 oder weniger,m
1908,Georg,4 oder weniger,m
1909,George,4 oder weniger,m
1910,Georgi,4 oder weniger,m
1911,Georgia,4 oder weniger,w
1912,Georgiy,4 oder weniger,m
1913,Gerasimos,4 oder weniger,m
1914,Gerda,4 oder weniger,w
1915,German,4 oder weniger,m
1916,Gero,4 oder weniger,m
1917,Gia,4 oder weniger,w
1918,Gia,4 oder weniger,m
1919,Giacomo,4 oder weniger,m
1920,Giada,4 oder weniger,w
1921,Gianluca,4 oder weniger,m
1922,Gianni,4 oder weniger,m
1923,Gibril,4 oder weniger,m
1924,Gilbert,4 oder weniger,m
1925,Gina,4 oder weniger,w
1926,Gioia,4 oder weniger,w
1927,Giorgi,4 oder weniger,m
1928,Giorgia,4 oder weniger,w
1929,Giovanni,4 oder weniger,m
1930,Giselle,4 oder weniger,w
1931,Giulia-Alessia,4 oder weniger,w
1932,Giuliana,4 oder weniger,w
1933,Giuliano,4 oder weniger,m
1934,Giulio,4 oder weniger,m
1935,Giuseppe,4 oder weniger,m
1936,Gjon,4 oder weniger,m
1937,Glauk,4 oder weniger,m
1938,Glenn,4 oder weniger,m
1939,Godstime,4 oder weniger,m
1940,Godwin,4 oder weniger,m
1941,Göksel,4 oder weniger,m
1942,Göktuğ,4 oder weniger,m
1943,Golda,4 oder weniger,w
1944,Gordana-Maral,4 oder weniger,w
1945,Grace,4 oder weniger,w
1946,Great,4 oder weniger,m
1947,Gregor,4 oder weniger,m
1948,Gregory,4 oder weniger,m
1949,Grégory,4 oder weniger,m
1950,Grela,4 oder weniger,w
1951,Grete,4 oder weniger,w
1952,Grigorios,4 oder weniger,m
1953,Grigoris,4 oder weniger,m
1954,Gulalai,4 oder weniger,w
1955,Güneş,4 oder weniger,w
1956,Gurbaaz,4 oder weniger,m
1957,Gursifat,4 oder weniger,w
1958,Gustaw,4 oder weniger,m
1959,Gwendolin,4 oder weniger,w
1960,Gwendoline,4 oder weniger,w
1961,Ha,4 oder weniger,m
1962,Haaniya,4 oder weniger,w
1963,Habib,4 oder weniger,m
1964,Habibah,4 oder weniger,w
1965,Habibatou,4 oder weniger,w
1966,Haci,4 oder weniger,m
1967,Hadia,4 oder weniger,w
1968,Hadis,4 oder weniger,w
1969,Hadis,4 oder weniger,m
1970,Hadiya,4 oder weniger,w
1971,Hafsa,4 oder weniger,w
1972,Hafza,4 oder weniger,w
1973,Hai,4 oder weniger,m
1974,Haider,4 oder weniger,m
1975,Haifa,4 oder weniger,w
1976,Hailey,4 oder weniger,w
1977,Hajar,4 oder weniger,w
1978,Hala,4 oder weniger,w
1979,Haleemah,4 oder weniger,w
1980,Halen,4 oder weniger,m
1981,Halid,4 oder weniger,m
1982,Halima,4 oder weniger,w
1983,Halime,4 oder weniger,w
1984,Halit,4 oder weniger,m
1985,Hamad,4 oder weniger,m
1986,Hamda,4 oder weniger,w
1987,Hamdan,4 oder weniger,m
1988,Hamdi,4 oder weniger,m
1989,Hamida,4 oder weniger,w
1990,Hamza,4 oder weniger,w
1991,Hamza-Alp,4 oder weniger,m
1992,Hamzah,4 oder weniger,m
1993,Hanin,4 oder weniger,w
1994,Haniya,4 oder weniger,w
1995,Hannan,4 oder weniger,m
1996,Hanne,4 oder weniger,w
1997,Hanno,4 oder weniger,m
1998,Haoming,4 oder weniger,m
1999,Haris,4 oder weniger,m
2000,Hariuan,4 oder weniger,m
2001,Harman,4 oder weniger,m
2002,Harnav,4 oder weniger,m
2003,Haron,4 oder weniger,m
2004,Haroun,4 oder weniger,m
2005,Harriet,4 oder weniger,w
2006,Harris,4 oder weniger,m
2007,Harry,4 oder weniger,m
2008,Hasan,4 oder weniger,m
2009,Hassan,4 oder weniger,m
2010,Hasti,4 oder weniger,m
2011,Hatun,4 oder weniger,w
2012,Haval,4 oder weniger,m
2013,Havan,4 oder weniger,m
2014,Havand,4 oder weniger,m
2015,Hawa,4 oder weniger,w
2016,Haya,4 oder weniger,w
2017,Hayat,4 oder weniger,m
2018,Hayden,4 oder weniger,m
2019,Hazal,4 oder weniger,w
2020,Hazel,4 oder weniger,w
2021,Hector,4 oder weniger,m
2022,Hedda,4 oder weniger,w
2023,Hedi,4 oder weniger,w
2024,Heidemarie,4 oder weniger,w
2025,Hektor,4 oder weniger,m
2026,Hélène,4 oder weniger,w
2027,Helin,4 oder weniger,w
2028,Hella,4 oder weniger,w
2029,Hemen,4 oder weniger,w
2030,Hendrik,4 oder weniger,m
2031,Heni,4 oder weniger,m
2032,Henna,4 oder weniger,w
2033,Henriette,4 oder weniger,w
2034,Henryk,4 oder weniger,m
2035,Hera,4 oder weniger,w
2036,Hermine,4 oder weniger,w
2037,Hesham,4 oder weniger,m
2038,Hevi,4 oder weniger,w
2039,Hewad,4 oder weniger,m
2040,Hiba,4 oder weniger,w
2041,Hifa,4 oder weniger,w
2042,Hilal,4 oder weniger,w
2043,Hilda,4 oder weniger,w
2044,Hilde,4 oder weniger,w
2045,Hilla,4 oder weniger,w
2046,Hiwi,4 oder weniger,w
2047,Hoang,4 oder weniger,w
2048,Hoang,4 oder weniger,m
2049,Hoàng,4 oder weniger,w
2050,Hollie,4 oder weniger,w
2051,Holly,4 oder weniger,w
2052,Hồng,4 oder weniger,m
2053,Honia,4 oder weniger,w
2054,Honya,4 oder weniger,w
2055,Hooriya,4 oder weniger,w
2056,Hope,4 oder weniger,w
2057,Hridhaan,4 oder weniger,m
2058,Hridyan,4 oder weniger,m
2059,Hrithvik,4 oder weniger,m
2060,Hubert,4 oder weniger,m
2061,Hubertus,4 oder weniger,m
2062,Huda,4 oder weniger,w
2063,Hümeyra,4 oder weniger,w
2064,Hunor,4 oder weniger,m
2065,Hüseyin,4 oder weniger,m
2066,Husna,4 oder weniger,w
2067,Hussain,4 oder weniger,m
2068,Hussam,4 oder weniger,m
2069,Hussein,4 oder weniger,m
2070,Huzaifa,4 oder weniger,m
2071,Hysen,4 oder weniger,m
2072,Hysnie,4 oder weniger,w
2073,Hyuseinali,4 oder weniger,m
2074,Ianis,4 oder weniger,m
2075,Iara,4 oder weniger,w
2076,Ibocan,4 oder weniger,m
2077,Ibukunoluwa-Eleora,4 oder weniger,w
2078,Ida-Amalia,4 oder weniger,w
2079,Idda-Maria,4 oder weniger,w
2080,Idriss,4 oder weniger,m
2081,Ifigenia,4 oder weniger,w
2082,Igman,4 oder weniger,m
2083,Ignacy,4 oder weniger,m
2084,Ignazio,4 oder weniger,m
2085,Igor,4 oder weniger,m
2086,Ihaab,4 oder weniger,w
2087,Ihsan,4 oder weniger,m
2088,Iker,4 oder weniger,m
2089,Ila,4 oder weniger,w
2090,Ilan,4 oder weniger,m
2091,Ilana,4 oder weniger,w
2092,Ilaria,4 oder weniger,w
2093,Ilarija,4 oder weniger,w
2094,Ilay,4 oder weniger,w
2095,Ilay,4 oder weniger,m
2096,Ilaya,4 oder weniger,w
2097,Ilayda,4 oder weniger,w
2098,Ilda,4 oder weniger,w
2099,Ileyna,4 oder weniger,w
2100,Ilia,4 oder weniger,m
2101,Ilian,4 oder weniger,m
2102,Iliana,4 oder weniger,w
2103,Ilias,4 oder weniger,m
2104,Ilija,4 oder weniger,m
2105,Ilja,4 oder weniger,m
2106,Ilkay,4 oder weniger,m
2107,Ilma,4 oder weniger,w
2108,Ilvie,4 oder weniger,w
2109,Ilvy,4 oder weniger,w
2110,Ilya,4 oder weniger,m
2111,Iman,4 oder weniger,w
2112,Imani,4 oder weniger,w
2113,Imer,4 oder weniger,m
2114,Immanuel,4 oder weniger,m
2115,Imron,4 oder weniger,m
2116,Inaaya,4 oder weniger,w
2117,Inaayah,4 oder weniger,w
2118,Inara,4 oder weniger,w
2119,Inas,4 oder weniger,w
2120,Inayah,4 oder weniger,w
2121,Ines,4 oder weniger,w
2122,Inés,4 oder weniger,w
2123,Inês,4 oder weniger,w
2124,Inesa,4 oder weniger,w
2125,Inga,4 oder weniger,w
2126,Ingrid,4 oder weniger,w
2127,Inna-Marie,4 oder weniger,w
2128,Innocent,4 oder weniger,m
2129,Io,4 oder weniger,w
2130,Ioane,4 oder weniger,m
2131,Ioann,4 oder weniger,m
2132,Ioanna,4 oder weniger,w
2133,Ioannis,4 oder weniger,m
2134,Ioannis-Panagiotis,4 oder weniger,m
2135,Ioli,4 oder weniger,w
2136,Ion,4 oder weniger,m
2137,Iosif,4 oder weniger,m
2138,Iosifina,4 oder weniger,w
2139,Ira,4 oder weniger,w
2140,Irea,4 oder weniger,w
2141,Irelia,4 oder weniger,w
2142,Irene,4 oder weniger,w
2143,Ireoluwa,4 oder weniger,m
2144,Iria,4 oder weniger,w
2145,Irina,4 oder weniger,w
2146,Irini,4 oder weniger,w
2147,Irteoh,4 oder weniger,m
2148,Isaa,4 oder weniger,m
2149,Isaac,4 oder weniger,m
2150,Isabela,4 oder weniger,w
2151,Isabela-Ioana,4 oder weniger,w
2152,Isabell,4 oder weniger,w
2153,Isabelle,4 oder weniger,w
2154,Isaiah,4 oder weniger,m
2155,Isaías,4 oder weniger,m
2156,Isaja,4 oder weniger,m
2157,Isak,4 oder weniger,m
2158,Isalie,4 oder weniger,w
2159,Isan,4 oder weniger,w
2160,Isatu,4 oder weniger,w
2161,Isayah,4 oder weniger,m
2162,Isha,4 oder weniger,w
2163,Ishan,4 oder weniger,m
2164,Isidora,4 oder weniger,w
2165,Iskra,4 oder weniger,w
2166,Ismael,4 oder weniger,m
2167,Isra,4 oder weniger,w
2168,Israa,4 oder weniger,w
2169,Issa,4 oder weniger,m
2170,Issey,4 oder weniger,m
2171,Isus,4 oder weniger,m
2172,Ivaan,4 oder weniger,m
2173,Iva-Marie,4 oder weniger,w
2174,Ivana,4 oder weniger,w
2175,Ivanka,4 oder weniger,w
2176,Ivanshi,4 oder weniger,w
2177,Ivo,4 oder weniger,m
2178,Ivy,4 oder weniger,w
2179,Iyanu,4 oder weniger,w
2180,Iza,4 oder weniger,w
2181,Izabela-Ștefania,4 oder weniger,w
2182,Izabella,4 oder weniger,w
2183,Izai,4 oder weniger,m
2184,Jacob-Florin,4 oder weniger,m
2185,Jad,4 oder weniger,m
2186,Jade,4 oder weniger,w
2187,Jaden,4 oder weniger,m
2188,Jadwiga,4 oder weniger,w
2189,Jaeden,4 oder weniger,m
2190,Jael,4 oder weniger,m
2191,Jagoda,4 oder weniger,w
2192,Jaiden,4 oder weniger,m
2193,Jake,4 oder weniger,m
2194,Jákob,4 oder weniger,m
2195,Jakov,4 oder weniger,m
2196,Jamaal,4 oder weniger,m
2197,Jamena,4 oder weniger,w
2198,Jamie,4 oder weniger,w
2199,Jamie,4 oder weniger,m
2200,Jamila,4 oder weniger,w
2201,Jamilah,4 oder weniger,w
2202,Jamina,4 oder weniger,w
2203,Jan,4 oder weniger,w
2204,Jane,4 oder weniger,w
2205,Janik,4 oder weniger,m
2206,Janina,4 oder weniger,w
2207,Janko,4 oder weniger,m
2208,Janna,4 oder weniger,w
2209,Janne,4 oder weniger,m
2210,Jannes,4 oder weniger,m
2211,Jannik,4 oder weniger,m
2212,Jano,4 oder weniger,m
2213,Janosch,4 oder weniger,m
2214,Jari,4 oder weniger,w
2215,Jarne,4 oder weniger,m
2216,Jaro,4 oder weniger,m
2217,Jaron,4 oder weniger,m
2218,Jasemin,4 oder weniger,w
2219,Jasin,4 oder weniger,m
2220,Jasir,4 oder weniger,m
2221,Jasmina,4 oder weniger,w
2222,Jasmine,4 oder weniger,w
2223,Jason,4 oder weniger,m
2224,Jassira,4 oder weniger,w
2225,Javi,4 oder weniger,m
2226,Javier,4 oder weniger,m
2227,Jay,4 oder weniger,m
2228,Jean-Marc,4 oder weniger,m
2229,Jeanne,4 oder weniger,w
2230,Jelena,4 oder weniger,w
2231,Jella,4 oder weniger,w
2232,Jelto,4 oder weniger,m
2233,Jennie,4 oder weniger,w
2234,Jennifer,4 oder weniger,w
2235,Jenny,4 oder weniger,w
2236,Jeremia,4 oder weniger,m
2237,Jeremiah,4 oder weniger,m
2238,Jeremias,4 oder weniger,m
2239,Jeshua,4 oder weniger,m
2240,Jesper,4 oder weniger,m
2241,Jessica,4 oder weniger,w
2242,Jet,4 oder weniger,m
2243,Jette,4 oder weniger,w
2244,Jezreel,4 oder weniger,m
2245,Jhayco,4 oder weniger,m
2246,Jiahe,4 oder weniger,m
2247,Jiansen,4 oder weniger,m
2248,Jiaqi,4 oder weniger,m
2249,Jibril,4 oder weniger,m
2250,Jil,4 oder weniger,w
2251,Jingcheng,4 oder weniger,m
2252,Jingqiu,4 oder weniger,m
2253,Jinxin,4 oder weniger,w
2254,Jivara,4 oder weniger,m
2255,Jivko,4 oder weniger,m
2256,Joah,4 oder weniger,m
2257,Joan,4 oder weniger,m
2258,Joana,4 oder weniger,w
2259,Joanna,4 oder weniger,w
2260,Joaquin,4 oder weniger,m
2261,Jodi,4 oder weniger,w
2262,Joe,4 oder weniger,m
2263,Joeanna,4 oder weniger,w
2264,Joël,4 oder weniger,m
2265,Johan,4 oder weniger,m
2266,Johanna-Sophie,4 oder weniger,w
2267,Johanne,4 oder weniger,w
2268,John,4 oder weniger,m
2269,Jolie,4 oder weniger,w
2270,Jona,4 oder weniger,w
2271,Jonael,4 oder weniger,m
2272,Jonila,4 oder weniger,w
2273,Jonna,4 oder weniger,w
2274,Jonne,4 oder weniger,m
2275,Jonte,4 oder weniger,w
2276,Jonte,4 oder weniger,m
2277,Joona,4 oder weniger,m
2278,Jordan,4 oder weniger,m
2279,Jori,4 oder weniger,m
2280,Jorik,4 oder weniger,m
2281,Jorin,4 oder weniger,m
2282,Joris,4 oder weniger,m
2283,Jornela,4 oder weniger,w
2284,Joscha,4 oder weniger,m
2285,Josefa,4 oder weniger,w
2286,Josefin,4 oder weniger,w
2287,Josefina,4 oder weniger,w
2288,Joseph,4 oder weniger,m
2289,Josepha,4 oder weniger,w
2290,Josephina,4 oder weniger,w
2291,Josia,4 oder weniger,m
2292,Joško,4 oder weniger,m
2293,Jospehine,4 oder weniger,w
2294,Joss,4 oder weniger,w
2295,Joud,4 oder weniger,m
2296,Joudia,4 oder weniger,w
2297,Jovan,4 oder weniger,m
2298,Joy,4 oder weniger,w
2299,Józef,4 oder weniger,m
2300,Jo-Zion,4 oder weniger,m
2301,Juan,4 oder weniger,m
2302,Judita,4 oder weniger,w
2303,Judith,4 oder weniger,w
2304,Jule,4 oder weniger,w
2305,Julen,4 oder weniger,m
2306,Juli,4 oder weniger,m
2307,Juliana,4 oder weniger,w
2308,Juliane,4 oder weniger,w
2309,Julianna,4 oder weniger,w
2310,Julie,4 oder weniger,w
2311,Juliette,4 oder weniger,w
2312,Julija,4 oder weniger,w
2313,Julina,4 oder weniger,w
2314,Jumna,4 oder weniger,w
2315,Junaid,4 oder weniger,m
2316,Juna-Sophie,4 oder weniger,w
2317,June,4 oder weniger,w
2318,Junie,4 oder weniger,w
2319,Junis,4 oder weniger,m
2320,Juno,4 oder weniger,w
2321,Juno,4 oder weniger,m
2322,Junus,4 oder weniger,m
2323,Juraj,4 oder weniger,m
2324,Jure,4 oder weniger,m
2325,Juri,4 oder weniger,m
2326,Justus,4 oder weniger,m
2327,Kadek,4 oder weniger,m
2328,Kaden,4 oder weniger,m
2329,Kadir,4 oder weniger,m
2330,Kadja-Maritza,4 oder weniger,w
2331,Kadri,4 oder weniger,m
2332,Kai,4 oder weniger,m
2333,Kaia,4 oder weniger,w
2334,Kaihan,4 oder weniger,m
2335,Kailey,4 oder weniger,w
2336,Kaisa,4 oder weniger,w
2337,Kaiyan,4 oder weniger,w
2338,Kaja,4 oder weniger,w
2339,Kajetan,4 oder weniger,m
2340,Kalea,4 oder weniger,w
2341,Kaleo,4 oder weniger,m
2342,Kalia,4 oder weniger,w
2343,Kalila,4 oder weniger,w
2344,Kalina,4 oder weniger,w
2345,Kalle,4 oder weniger,m
2346,Kalotta,4 oder weniger,w
2347,Kaly,4 oder weniger,m
2348,Kamelia,4 oder weniger,w
2349,Kamer,4 oder weniger,w
2350,Kamil,4 oder weniger,m
2351,Kan,4 oder weniger,m
2352,Kany,4 oder weniger,w
2353,Kaon,4 oder weniger,m
2354,Karam,4 oder weniger,m
2355,Karina,4 oder weniger,w
2356,Karlina,4 oder weniger,w
2357,Karlotta,4 oder weniger,w
2358,Karol,4 oder weniger,m
2359,Karolina,4 oder weniger,w
2360,Karoline,4 oder weniger,w
2361,Kashvi,4 oder weniger,w
2362,Kasia,4 oder weniger,w
2363,Kasija,4 oder weniger,w
2364,Kasim,4 oder weniger,m
2365,Kasimir,4 oder weniger,m
2366,Kassandra,4 oder weniger,w
2367,Kassiani,4 oder weniger,w
2368,Kassim,4 oder weniger,m
2369,Katalea,4 oder weniger,w
2370,Katarina,4 oder weniger,w
2371,Katerina,4 oder weniger,w
2372,Katherina,4 oder weniger,w
2373,Kathleen,4 oder weniger,w
2374,Katia,4 oder weniger,w
2375,Kaustubh,4 oder weniger,m
2376,Kavi,4 oder weniger,w
2377,Kaya,4 oder weniger,m
2378,Kayahan,4 oder weniger,m
2379,Kayden,4 oder weniger,m
2380,Kayhan,4 oder weniger,m
2381,Kayla,4 oder weniger,w
2382,Kaylee,4 oder weniger,w
2383,Kayleigh,4 oder weniger,w
2384,Kayo,4 oder weniger,m
2385,Kayra,4 oder weniger,w
2386,Keanu,4 oder weniger,m
2387,Keeva,4 oder weniger,w
2388,Kehlani,4 oder weniger,w
2389,Keilani,4 oder weniger,w
2390,Keisi,4 oder weniger,w
2391,Kelian,4 oder weniger,m
2392,Kemâl,4 oder weniger,m
2393,Kenai,4 oder weniger,m
2394,Kenan,4 oder weniger,m
2395,Keni,4 oder weniger,w
2396,Kenji,4 oder weniger,m
2397,Kenneth,4 oder weniger,m
2398,Kenny,4 oder weniger,m
2399,Keno,4 oder weniger,m
2400,Kenza,4 oder weniger,w
2401,Kenzo,4 oder weniger,m
2402,Kerem,4 oder weniger,m
2403,Kerim,4 oder weniger,m
2404,Kerstin,4 oder weniger,w
2405,Keshav,4 oder weniger,m
2406,Kevin,4 oder weniger,m
2407,Keyan,4 oder weniger,m
2408,Keyara,4 oder weniger,w
2409,Keylor,4 oder weniger,m
2410,Keyur,4 oder weniger,m
2411,Khadaja,4 oder weniger,w
2412,Khadidja,4 oder weniger,w
2413,Khadija,4 oder weniger,w
2414,Khadijah,4 oder weniger,w
2415,Khalaf,4 oder weniger,m
2416,Khaled,4 oder weniger,m
2417,Khalid,4 oder weniger,m
2418,Khalifa,4 oder weniger,m
2419,Khalil,4 oder weniger,m
2420,Khang,4 oder weniger,m
2421,Khatun,4 oder weniger,w
2422,Khayla,4 oder weniger,w
2423,Khidr,4 oder weniger,m
2424,Khulud,4 oder weniger,w
2425,Kiano,4 oder weniger,m
2426,Kidus,4 oder weniger,m
2427,Kimaya,4 oder weniger,w
2428,Kimia,4 oder weniger,w
2429,Kimon,4 oder weniger,m
2430,Kimya,4 oder weniger,w
2431,King,4 oder weniger,m
2432,Kiran,4 oder weniger,m
2433,Kiril,4 oder weniger,m
2434,Kirubel,4 oder weniger,m
2435,Kito,4 oder weniger,m
2436,Kiyana,4 oder weniger,w
2437,Kjara,4 oder weniger,w
2438,Klaus,4 oder weniger,m
2439,Klea,4 oder weniger,w
2440,Klei,4 oder weniger,m
2441,Klelia,4 oder weniger,w
2442,Klemens,4 oder weniger,m
2443,Kleo,4 oder weniger,w
2444,Koby,4 oder weniger,w
2445,Kolen,4 oder weniger,m
2446,Komail,4 oder weniger,m
2447,Konrad,4 oder weniger,m
2448,Konradin,4 oder weniger,m
2449,Konstantinos,4 oder weniger,m
2450,Konstantinos-Panagiotis,4 oder weniger,m
2451,Koray,4 oder weniger,m
2452,Kornelia,4 oder weniger,w
2453,Kosmo,4 oder weniger,m
2454,Kosta,4 oder weniger,m
2455,Kowsar,4 oder weniger,w
2456,Krasimir,4 oder weniger,m
2457,Krion,4 oder weniger,m
2458,Krishiv,4 oder weniger,m
2459,Kristijan,4 oder weniger,m
2460,Kristina,4 oder weniger,w
2461,Krithi,4 oder weniger,w
2462,Kroi,4 oder weniger,m
2463,Kruna,4 oder weniger,w
2464,Kumsal,4 oder weniger,w
2465,Kurt,4 oder weniger,m
2466,Kuyas,4 oder weniger,m
2467,Kuzey,4 oder weniger,m
2468,Kuzman,4 oder weniger,m
2469,Kyaan,4 oder weniger,m
2470,Kyara,4 oder weniger,w
2471,Kylian,4 oder weniger,m
2472,Kyriakos,4 oder weniger,m
2473,Laeticia,4 oder weniger,w
2474,Laetizia,4 oder weniger,w
2475,Laila,4 oder weniger,w
2476,Laith,4 oder weniger,m
2477,Laksh,4 oder weniger,m
2478,Lalanaa,4 oder weniger,w
2479,Lale,4 oder weniger,w
2480,Lamar,4 oder weniger,w
2481,Lamies,4 oder weniger,w
2482,Lamija,4 oder weniger,w
2483,Lanah,4 oder weniger,w
2484,Lana-Mabel,4 oder weniger,w
2485,Lando,4 oder weniger,m
2486,Lani,4 oder weniger,w
2487,Larea,4 oder weniger,w
2488,Larin,4 oder weniger,w
2489,Larine,4 oder weniger,w
2490,Larisa,4 oder weniger,w
2491,Larissa,4 oder weniger,w
2492,Laszlo,4 oder weniger,m
2493,Latif,4 oder weniger,m
2494,Lauand,4 oder weniger,m
2495,Lauend,4 oder weniger,m
2496,Laurent,4 oder weniger,m
2497,Lauri,4 oder weniger,m
2498,Lauris,4 oder weniger,m
2499,Lavin,4 oder weniger,w
2500,Lavinia,4 oder weniger,w
2501,Lawand,4 oder weniger,m
2502,Laya,4 oder weniger,w
2503,Layan,4 oder weniger,w
2504,Layana,4 oder weniger,w
2505,Layell,4 oder weniger,m
2506,Layla,4 oder weniger,w
2507,Lazare,4 oder weniger,m
2508,Lazario,4 oder weniger,m
2509,Lazaros,4 oder weniger,m
2510,Le,4 oder weniger,w
2511,Lê,4 oder weniger,w
2512,Léa,4 oder weniger,w
2513,Leah,4 oder weniger,w
2514,Lea-Marie,4 oder weniger,w
2515,Lean,4 oder weniger,m
2516,Leana,4 oder weniger,w
2517,Léana,4 oder weniger,w
2518,Leandros,4 oder weniger,m
2519,Leart,4 oder weniger,m
2520,Lea-Sophie,4 oder weniger,w
2521,Léda,4 oder weniger,w
2522,Leif,4 oder weniger,m
2523,Leila,4 oder weniger,w
2524,Leiv,4 oder weniger,m
2525,Lejan,4 oder weniger,m
2526,Lejla,4 oder weniger,w
2527,Lejla-Nur,4 oder weniger,w
2528,Lejna,4 oder weniger,w
2529,Lejs,4 oder weniger,m
2530,Leka,4 oder weniger,m
2531,Lelia,4 oder weniger,w
2532,Lemar,4 oder weniger,m
2533,Len,4 oder weniger,m
2534,Lena-Marie,4 oder weniger,w
2535,Lene,4 oder weniger,w
2536,Lenia,4 oder weniger,w
2537,Lenn,4 oder weniger,m
2538,Lenna,4 oder weniger,w
2539,Lennart,4 oder weniger,m
2540,Lennet,4 oder weniger,m
2541,Lenni,4 oder weniger,m
2542,Lennia,4 oder weniger,w
2543,Lennox,4 oder weniger,m
2544,Lenny,4 oder weniger,m
2545,Lenya,4 oder weniger,w
2546,Leo,4 oder weniger,w
2547,Léo,4 oder weniger,m
2548,Leona,4 oder weniger,w
2549,Leonarda,4 oder weniger,w
2550,Leonardo-Salih,4 oder weniger,m
2551,Leonas,4 oder weniger,m
2552,Leone,4 oder weniger,m
2553,Leonella,4 oder weniger,w
2554,Leonhardt,4 oder weniger,m
2555,Leonhart,4 oder weniger,m
2556,Leoni,4 oder weniger,w
2557,Leonid,4 oder weniger,m
2558,Léonie,4 oder weniger,w
2559,Leonore,4 oder weniger,w
2560,Léonore,4 oder weniger,w
2561,Leron,4 oder weniger,m
2562,Leroy,4 oder weniger,m
2563,Leticia,4 oder weniger,w
